epoch,accuracy,categorical_accuracy,loss,lr,top_k_categorical_accuracy,val_accuracy,val_categorical_accuracy,val_loss,val_top_k_categorical_accuracy
12,0.8022222518920898,0.8022222518920898,0.48678040504455566,1e-04,0.9688889384269714,0.6933333277702332,0.6933333277702332,0.7664908766746521,0.9111111164093018
13,0.8133333325386047,0.8133333325386047,0.45715388655662537,1e-04,0.9577777981758118,0.742222249507904,0.742222249507904,0.6543340086936951,0.9377778172492981
14,0.8366667032241821,0.8366667032241821,0.41297194361686707,1e-04,0.9700000286102295,0.742222249507904,0.742222249507904,0.6177409291267395,0.9511111378669739
15,0.8455556035041809,0.8455556035041809,0.38790959119796753,1e-04,0.9733333587646484,0.7688888907432556,0.7688888907432556,0.5879719257354736,0.9466667175292969
16,0.84333336353302,0.84333336353302,0.40135446190834045,1e-04,0.9711111187934875,0.7200000286102295,0.7200000286102295,0.7355569005012512,0.9600000381469727
17,0.8500000238418579,0.8500000238418579,0.34820255637168884,1e-04,0.9811111092567444,0.8044444918632507,0.8044444918632507,0.5778856873512268,0.9600000381469727
18,0.8366667032241821,0.8366667032241821,0.3979361355304718,1e-04,0.9822222590446472,0.7511111497879028,0.7511111497879028,0.621220588684082,0.9733333587646484
19,0.8533333539962769,0.8533333539962769,0.3852939307689667,1e-04,0.9833333492279053,0.8222222328186035,0.8222222328186035,0.42520689964294434,0.9600000381469727
20,0.8799999952316284,0.8799999952316284,0.3207973539829254,1e-04,0.9811111092567444,0.800000011920929,0.800000011920929,0.5227953791618347,0.9688889384269714
21,0.8799999952316284,0.8799999952316284,0.3252441883087158,1e-04,0.9777777791023254,0.795555591583252,0.795555591583252,0.4687766432762146,0.9600000381469727
22,0.8888888955116272,0.8888888955116272,0.309335857629776,1e-04,0.991111159324646,0.8266667127609253,0.8266667127609253,0.6013926267623901,0.9688889384269714
23,0.8844444751739502,0.8844444751739502,0.3160254955291748,1e-04,0.9788889288902283,0.7288889288902283,0.7288889288902283,0.8469028472900391,0.9333333373069763
24,0.8333333730697632,0.8333333730697632,0.3736417591571808,1e-04,0.9722222685813904,0.8355555534362793,0.8355555534362793,0.4783705472946167,0.9733333587646484
25,0.8811111450195312,0.8811111450195312,0.29773902893066406,1e-05,0.9866666793823242,0.8799999952316284,0.8799999952316284,0.33781054615974426,0.9733333587646484
26,0.9122222661972046,0.9122222661972046,0.24887502193450928,1e-05,0.991111159324646,0.8799999952316284,0.8799999952316284,0.33605846762657166,0.9688889384269714
27,0.9133333563804626,0.9133333563804626,0.22908274829387665,1e-05,0.9888889193534851,0.9066666960716248,0.9066666960716248,0.3177199363708496,0.9777777791023254
28,0.9266666769981384,0.9266666769981384,0.21169045567512512,1e-05,0.9900000095367432,0.8844444751739502,0.8844444751739502,0.2814672589302063,0.9644444584846497
29,0.9222222566604614,0.9222222566604614,0.2142113596200943,1e-05,0.991111159324646,0.9200000166893005,0.9200000166893005,0.24913989007472992,0.9866666793823242
30,0.9222222566604614,0.9222222566604614,0.20382119715213776,1e-05,0.9888889193534851,0.8799999952316284,0.8799999952316284,0.30322086811065674,0.991111159324646
31,0.9200000166893005,0.9200000166893005,0.22111816704273224,1e-05,0.9888889193534851,0.897777795791626,0.897777795791626,0.2811872959136963,0.9688889384269714
32,0.9288889169692993,0.9288889169692993,0.19395485520362854,1e-05,0.9933333396911621,0.9066666960716248,0.9066666960716248,0.28406980633735657,0.991111159324646
33,0.9211111068725586,0.9211111068725586,0.21868231892585754,1e-05,0.995555579662323,0.9111111164093018,0.9111111164093018,0.2718617916107178,0.9822222590446472
34,0.944444477558136,0.944444477558136,0.15350015461444855,1e-05,0.9944444894790649,0.897777795791626,0.897777795791626,0.3184969425201416,0.9777777791023254
35,0.948888897895813,0.948888897895813,0.14651982486248016,1e-06,0.995555579662323,0.893333375453949,0.893333375453949,0.282705694437027,0.9777777791023254
36,0.9399999976158142,0.9399999976158142,0.18588787317276,1e-06,0.991111159324646,0.9111111164093018,0.9111111164093018,0.20775343477725983,0.991111159324646
37,0.9322222471237183,0.9322222471237183,0.1917179673910141,1e-06,0.9900000095367432,0.902222216129303,0.902222216129303,0.30685192346572876,0.9777777791023254
38,0.9322222471237183,0.9322222471237183,0.1776164472103119,1e-06,0.991111159324646,0.9200000166893005,0.9200000166893005,0.27357491850852966,0.9777777791023254
39,0.944444477558136,0.944444477558136,0.15905116498470306,1e-06,0.995555579662323,0.9200000166893005,0.9200000166893005,0.21630316972732544,0.9822222590446472
40,0.9377778172492981,0.9377778172492981,0.18491104245185852,1e-06,0.992222249507904,0.9155555963516235,0.9155555963516235,0.27322667837142944,0.9733333587646484
41,0.9333333373069763,0.9333333373069763,0.18666619062423706,1e-06,0.996666669845581,0.9066666960716248,0.9066666960716248,0.22685836255550385,0.9822222590446472
42,0.9388889074325562,0.9388889074325562,0.18520091474056244,1e-06,0.9900000095367432,0.8799999952316284,0.8799999952316284,0.28487348556518555,0.9822222590446472
43,0.9399999976158142,0.9399999976158142,0.1773422211408615,1e-06,0.9944444894790649,0.9244444370269775,0.9244444370269775,0.23653393983840942,0.9733333587646484
