epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.24714398384094238,1.593163251876831,1e-04,0.25574028491973877,1.5677043199539185
1,0.27021828293800354,1.5691710710525513,1e-04,0.26840853691101074,1.5600370168685913
