epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.3366135060787201,1.4301016330718994,1e-04,0.35075217485427856,1.3771812915802002
1,0.36127135157585144,1.3921955823898315,1e-04,0.35866981744766235,1.390830397605896
